dataset,model,seed,insertion_loss_db_per_mode,accuracy,accuracy_drop_from_clean
mnist,fixed_amplitude,512,4.0,0.821566,0.113123
mnist,fixed_amplitude,512,5.0,0.788394,0.146295
mnist,fixed_amplitude,1024,0.0,0.934538,0.000151
mnist,fixed_amplitude,1024,0.5,0.927717,0.006972
mnist,fixed_amplitude,1024,1.0,0.912371,0.022318
mnist,fixed_amplitude,1024,1.5,0.90025,0.034439
mnist,fixed_amplitude,1024,2.0,0.884996,0.049693
mnist,fixed_amplitude,1024,3.0,0.859206,0.075483
mnist,fixed_amplitude,1024,4.0,0.822171,0.112518
mnist,fixed_amplitude,1024,5.0,0.787932,0.146757
mnist,fixed_amplitude,2024,0.0,0.933016,0.001673
mnist,fixed_amplitude,2024,0.5,0.926616,0.008073
mnist,fixed_amplitude,2024,1.0,0.913064,0.021625
mnist,fixed_amplitude,2024,1.5,0.901213,0.033476
mnist,fixed_amplitude,2024,2.0,0.889496,0.045193
mnist,fixed_amplitude,2024,3.0,0.852367,0.082322
mnist,fixed_amplitude,2024,4.0,0.824675,0.110014
mnist,fixed_amplitude,2024,5.0,0.787433,0.147256
mnist,fixed_amplitude,4096,0.0,0.935239,-0.00055
mnist,fixed_amplitude,4096,0.5,0.924779,0.00991
mnist,fixed_amplitude,4096,1.0,0.911567,0.023122
mnist,fixed_amplitude,4096,1.5,0.900467,0.034222
mnist,fixed_amplitude,4096,2.0,0.88261,0.052079
mnist,fixed_amplitude,4096,3.0,0.85717,0.077519
mnist,fixed_amplitude,4096,4.0,0.821768,0.112921
mnist,fixed_amplitude,4096,5.0,0.78701,0.147679
mnist,fixed_amplitude,8192,0.0,0.933106,0.001583
mnist,fixed_amplitude,8192,0.5,0.924902,0.009787
mnist,fixed_amplitude,8192,1.0,0.913802,0.020887
mnist,fixed_amplitude,8192,1.5,0.896994,0.037695
mnist,fixed_amplitude,8192,2.0,0.884863,0.049826
mnist,fixed_amplitude,8192,3.0,0.855428,0.079261
mnist,fixed_amplitude,8192,4.0,0.824929,0.10976
mnist,fixed_amplitude,8192,5.0,0.786211,0.148478
mnist,random_unitary,42,0.0,0.88864,-0.00034
mnist,random_unitary,42,0.5,0.877474,0.010826
mnist,random_unitary,42,1.0,0.862276,0.026024
mnist,random_unitary,42,1.5,0.844241,0.044059
mnist,random_unitary,42,2.0,0.823374,0.064926
mnist,random_unitary,42,3.0,0.784195,0.104105
mnist,random_unitary,42,4.0,0.739661,0.148639
mnist,random_unitary,42,5.0,0.692206,0.196094
mnist,random_unitary,123,0.0,0.886647,0.001653
mnist,random_unitary,123,0.5,0.878361,0.009939
mnist,random_unitary,123,1.0,0.86286,0.02544
mnist,random_unitary,123,1.5,0.845684,0.042616
mnist,random_unitary,123,2.0,0.827016,0.061284
mnist,random_unitary,123,3.0,0.785348,0.102952
mnist,random_unitary,123,4.0,0.74003,0.14827
mnist,random_unitary,123,5.0,0.692302,0.195998
mnist,random_unitary,256,0.0,0.887944,0.000356
mnist,random_unitary,256,0.5,0.878044,0.010256
mnist,random_unitary,256,1.0,0.86165,0.02665
mnist,random_unitary,256,1.5,0.846276,0.042024
mnist,random_unitary,256,2.0,0.824318,0.063982
mnist,random_unitary,256,3.0,0.783783,0.104517
mnist,random_unitary,256,4.0,0.738806,0.149494
mnist,random_unitary,256,5.0,0.692086,0.196214
mnist,random_unitary,512,0.0,0.886599,0.001701
mnist,random_unitary,512,0.5,0.879358,0.008942
mnist,random_unitary,512,1.0,0.861325,0.026975
mnist,random_unitary,512,1.5,0.845717,0.042583
mnist,random_unitary,512,2.0,0.825707,0.062593
mnist,random_unitary,512,3.0,0.78367,0.10463
mnist,random_unitary,512,4.0,0.739643,0.148657
mnist,random_unitary,512,5.0,0.691343,0.196957
mnist,random_unitary,1024,0.0,0.887667,0.000633
mnist,random_unitary,1024,0.5,0.876927,0.011373
mnist,random_unitary,1024,1.0,0.858232,0.030068
mnist,random_unitary,1024,1.5,0.843274,0.045026
mnist,random_unitary,1024,2.0,0.825338,0.062962
mnist,random_unitary,1024,3.0,0.782919,0.105381
mnist,random_unitary,1024,4.0,0.739327,0.148973
mnist,random_unitary,1024,5.0,0.69175,0.19655
mnist,random_unitary,2024,0.0,0.887803,0.000497
mnist,random_unitary,2024,0.5,0.877535,0.010765
mnist,random_unitary,2024,1.0,0.86088,0.02742
mnist,random_unitary,2024,1.5,0.84796,0.04034
mnist,random_unitary,2024,2.0,0.825624,0.062676
mnist,random_unitary,2024,3.0,0.783492,0.104808
mnist,random_unitary,2024,4.0,0.741408,0.146892
mnist,random_unitary,2024,5.0,0.693104,0.195196
mnist,random_unitary,4096,0.0,0.889749,-0.001449
mnist,random_unitary,4096,0.5,0.87619,0.01211
mnist,random_unitary,4096,1.0,0.863809,0.024491
mnist,random_unitary,4096,1.5,0.842408,0.045892
mnist,random_unitary,4096,2.0,0.826809,0.061491
mnist,random_unitary,4096,3.0,0.784659,0.103641
mnist,random_unitary,4096,4.0,0.739286,0.149014
mnist,random_unitary,4096,5.0,0.690728,0.197572
mnist,random_unitary,8192,0.0,0.88716,0.00114
mnist,random_unitary,8192,0.5,0.87866,0.00964
mnist,random_unitary,8192,1.0,0.861314,0.026986
mnist,random_unitary,8192,1.5,0.843567,0.044733
mnist,random_unitary,8192,2.0,0.826247,0.062053
mnist,random_unitary,8192,3.0,0.782878,0.105422
mnist,random_unitary,8192,4.0,0.740073,0.148227
mnist,random_unitary,8192,5.0,0.688804,0.199496
mnist,mlp,42,0.0,0.970933,0.001262
mnist,mlp,42,0.5,0.964331,0.007864
mnist,mlp,42,1.0,0.957692,0.014503
mnist,mlp,42,1.5,0.944836,0.027359
mnist,mlp,42,2.0,0.930303,0.041892
mnist,mlp,42,3.0,0.90548,0.066715
mnist,mlp,42,4.0,0.879698,0.092497
mnist,mlp,42,5.0,0.851451,0.120744
mnist,mlp,123,0.0,0.971113,0.001082
mnist,mlp,123,0.5,0.96383,0.008365
mnist,mlp,123,1.0,0.955715,0.01648
mnist,mlp,123,1.5,0.943187,0.029008
mnist,mlp,123,2.0,0.929507,0.042688
mnist,mlp,123,3.0,0.905717,0.066478
mnist,mlp,123,4.0,0.879194,0.093001
mnist,mlp,123,5.0,0.851496,0.120699
mnist,mlp,256,0.0,0.970422,0.001773
mnist,mlp,256,0.5,0.966709,0.005486
mnist,mlp,256,1.0,0.954278,0.017917
mnist,mlp,256,1.5,0.944473,0.027722
mnist,mlp,256,2.0,0.930214,0.041981
mnist,mlp,256,3.0,0.906777,0.065418
mnist,mlp,256,4.0,0.88256,0.089635
mnist,mlp,256,5.0,0.850581,0.121614
mnist,mlp,512,0.0,0.974891,-0.002696
mnist,mlp,512,0.5,0.964446,0.007749
mnist,mlp,512,1.0,0.954637,0.017558
mnist,mlp,512,1.5,0.940697,0.031498
mnist,mlp,512,2.0,0.932461,0.039734
mnist,mlp,512,3.0,0.908286,0.063909
mnist,mlp,512,4.0,0.882418,0.089777
mnist,mlp,512,5.0,0.852208,0.119987
mnist,mlp,1024,0.0,0.972728,-0.000533
mnist,mlp,1024,0.5,0.965464,0.006731
mnist,mlp,1024,1.0,0.95587,0.016325
mnist,mlp,1024,1.5,0.94594,0.026255
mnist,mlp,1024,2.0,0.936355,0.03584
mnist,mlp,1024,3.0,0.905602,0.066593
mnist,mlp,1024,4.0,0.882813,0.089382
mnist,mlp,1024,5.0,0.852596,0.119599
mnist,mlp,2024,0.0,0.972813,-0.000618
mnist,mlp,2024,0.5,0.962751,0.009444
mnist,mlp,2024,1.0,0.955685,0.01651
mnist,mlp,2024,1.5,0.941937,0.030258
mnist,mlp,2024,2.0,0.931825,0.04037
mnist,mlp,2024,3.0,0.907085,0.06511
mnist,mlp,2024,4.0,0.88023,0.091965
mnist,mlp,2024,5.0,0.853907,0.118288
mnist,mlp,4096,0.0,0.972457,-0.000262
mnist,mlp,4096,0.5,0.964299,0.007896
mnist,mlp,4096,1.0,0.954321,0.017874
mnist,mlp,4096,1.5,0.941022,0.031173
mnist,mlp,4096,2.0,0.92959,0.042605
mnist,mlp,4096,3.0,0.908787,0.063408
mnist,mlp,4096,4.0,0.880461,0.091734
mnist,mlp,4096,5.0,0.851852,0.120343
mnist,mlp,8192,0.0,0.974493,-0.002298
mnist,mlp,8192,0.5,0.964128,0.008067
mnist,mlp,8192,1.0,0.956582,0.015613
mnist,mlp,8192,1.5,0.943809,0.028386
mnist,mlp,8192,2.0,0.931372,0.040823
mnist,mlp,8192,3.0,0.908416,0.063779
mnist,mlp,8192,4.0,0.879282,0.092913
mnist,mlp,8192,5.0,0.854098,0.118097
mnist,cnn,42,0.0,0.990448,0.001487
mnist,cnn,42,0.5,0.982498,0.009437
mnist,cnn,42,1.0,0.976799,0.015136
mnist,cnn,42,1.5,0.964135,0.0278
mnist,cnn,42,2.0,0.954825,0.03711
mnist,cnn,42,3.0,0.935953,0.055982
mnist,cnn,42,4.0,0.910588,0.081347
mnist,cnn,42,5.0,0.891984,0.099951
mnist,cnn,123,0.0,0.990509,0.001426
mnist,cnn,123,0.5,0.984288,0.007647
mnist,cnn,123,1.0,0.979253,0.012682
mnist,cnn,123,1.5,0.965886,0.026049
mnist,cnn,123,2.0,0.959169,0.032766
mnist,cnn,123,3.0,0.936675,0.05526
mnist,cnn,123,4.0,0.913787,0.078148
mnist,cnn,123,5.0,0.889972,0.101963
mnist,cnn,256,0.0,0.992944,-0.001009
mnist,cnn,256,0.5,0.98529,0.006645
mnist,cnn,256,1.0,0.978386,0.013549
mnist,cnn,256,1.5,0.966431,0.025504
mnist,cnn,256,2.0,0.959074,0.032861
mnist,cnn,256,3.0,0.937965,0.05397
mnist,cnn,256,4.0,0.914006,0.077929
mnist,cnn,256,5.0,0.88892,0.103015
mnist,cnn,512,0.0,0.993088,-0.001153
mnist,cnn,512,0.5,0.985768,0.006167
mnist,cnn,512,1.0,0.978445,0.01349
mnist,cnn,512,1.5,0.966441,0.025494
mnist,cnn,512,2.0,0.955794,0.036141
mnist,cnn,512,3.0,0.933275,0.05866
mnist,cnn,512,4.0,0.915913,0.076022
mnist,cnn,512,5.0,0.888301,0.103634
mnist,cnn,1024,0.0,0.993626,-0.001691
mnist,cnn,1024,0.5,0.984562,0.007373
mnist,cnn,1024,1.0,0.977968,0.013967
mnist,cnn,1024,1.5,0.967094,0.024841
mnist,cnn,1024,2.0,0.957833,0.034102
mnist,cnn,1024,3.0,0.936884,0.055051
mnist,cnn,1024,4.0,0.912612,0.079323
mnist,cnn,1024,5.0,0.887007,0.104928
mnist,cnn,2024,0.0,0.99087,0.001065
mnist,cnn,2024,0.5,0.984702,0.007233
mnist,cnn,2024,1.0,0.978465,0.01347
mnist,cnn,2024,1.5,0.966564,0.025371
mnist,cnn,2024,2.0,0.957843,0.034092
mnist,cnn,2024,3.0,0.935799,0.056136
mnist,cnn,2024,4.0,0.913059,0.078876
mnist,cnn,2024,5.0,0.887109,0.104826
mnist,cnn,4096,0.0,0.993147,-0.001212
mnist,cnn,4096,0.5,0.98477,0.007165
mnist,cnn,4096,1.0,0.975754,0.016181
mnist,cnn,4096,1.5,0.967574,0.024361
mnist,cnn,4096,2.0,0.956495,0.03544
mnist,cnn,4096,3.0,0.935193,0.056742
mnist,cnn,4096,4.0,0.913898,0.078037
mnist,cnn,4096,5.0,0.887875,0.10406
mnist,cnn,8192,0.0,0.992085,-0.00015
mnist,cnn,8192,0.5,0.984432,0.007503
mnist,cnn,8192,1.0,0.975991,0.015944
mnist,cnn,8192,1.5,0.967498,0.024437
mnist,cnn,8192,2.0,0.958558,0.033377
mnist,cnn,8192,3.0,0.935897,0.056038
mnist,cnn,8192,4.0,0.913616,0.078319
mnist,cnn,8192,5.0,0.884833,0.107102
fashion_mnist,proposed,42,0.0,0.914308,-0.000308
fashion_mnist,proposed,42,0.5,0.911861,0.002139
fashion_mnist,proposed,42,1.0,0.905892,0.008108
fashion_mnist,proposed,42,1.5,0.900586,0.013414
fashion_mnist,proposed,42,2.0,0.898283,0.015717
fashion_mnist,proposed,42,3.0,0.883585,0.030415
fashion_mnist,proposed,42,4.0,0.872487,0.041513
fashion_mnist,proposed,42,5.0,0.858262,0.055738
fashion_mnist,proposed,123,0.0,0.912812,0.001188
fashion_mnist,proposed,123,0.5,0.909869,0.004131
fashion_mnist,proposed,123,1.0,0.907604,0.006396
fashion_mnist,proposed,123,1.5,0.898864,0.015136
fashion_mnist,proposed,123,2.0,0.896432,0.017568
fashion_mnist,proposed,123,3.0,0.885564,0.028436
fashion_mnist,proposed,123,4.0,0.872205,0.041795
fashion_mnist,proposed,123,5.0,0.859979,0.054021
fashion_mnist,proposed,256,0.0,0.9138,0.0002
fashion_mnist,proposed,256,0.5,0.91004,0.00396
fashion_mnist,proposed,256,1.0,0.905813,0.008187
fashion_mnist,proposed,256,1.5,0.90117,0.01283
fashion_mnist,proposed,256,2.0,0.895052,0.018948
fashion_mnist,proposed,256,3.0,0.886675,0.027325
fashion_mnist,proposed,256,4.0,0.874281,0.039719
fashion_mnist,proposed,256,5.0,0.861327,0.052673
fashion_mnist,proposed,512,0.0,0.913795,0.000205
fashion_mnist,proposed,512,0.5,0.908735,0.005265
fashion_mnist,proposed,512,1.0,0.904821,0.009179
fashion_mnist,proposed,512,1.5,0.897479,0.016521
fashion_mnist,proposed,512,2.0,0.89428,0.01972
fashion_mnist,proposed,512,3.0,0.88165,0.03235
fashion_mnist,proposed,512,4.0,0.876173,0.037827
fashion_mnist,proposed,512,5.0,0.859405,0.054595
fashion_mnist,proposed,1024,0.0,0.914058,-5.8e-05
fashion_mnist,proposed,1024,0.5,0.908793,0.005207
fashion_mnist,proposed,1024,1.0,0.902887,0.011113
fashion_mnist,proposed,1024,1.5,0.900806,0.013194
fashion_mnist,proposed,1024,2.0,0.896168,0.017832
fashion_mnist,proposed,1024,3.0,0.883796,0.030204
fashion_mnist,proposed,1024,4.0,0.874057,0.039943
fashion_mnist,proposed,1024,5.0,0.860895,0.053105
fashion_mnist,proposed,2024,0.0,0.914546,-0.000546
fashion_mnist,proposed,2024,0.5,0.908002,0.005998
fashion_mnist,proposed,2024,1.0,0.906326,0.007674
fashion_mnist,proposed,2024,1.5,0.898278,0.015722
fashion_mnist,proposed,2024,2.0,0.894745,0.019255
fashion_mnist,proposed,2024,3.0,0.883039,0.030961
fashion_mnist,proposed,2024,4.0,0.87294,0.04106
fashion_mnist,proposed,2024,5.0,0.859862,0.054138
fashion_mnist,proposed,4096,0.0,0.91213,0.00187
fashion_mnist,proposed,4096,0.5,0.911258,0.002742
fashion_mnist,proposed,4096,1.0,0.903971,0.010029
fashion_mnist,proposed,4096,1.5,0.90034,0.01366
fashion_mnist,proposed,4096,2.0,0.895898,0.018102
fashion_mnist,proposed,4096,3.0,0.881849,0.032151
fashion_mnist,proposed,4096,4.0,0.874107,0.039893
fashion_mnist,proposed,4096,5.0,0.856319,0.057681
fashion_mnist,proposed,8192,0.0,0.914524,-0.000524
fashion_mnist,proposed,8192,0.5,0.908776,0.005224
fashion_mnist,proposed,8192,1.0,0.90385,0.01015
fashion_mnist,proposed,8192,1.5,0.898653,0.015347
fashion_mnist,proposed,8192,2.0,0.894594,0.019406
fashion_mnist,proposed,8192,3.0,0.882666,0.031334
fashion_mnist,proposed,8192,4.0,0.873419,0.040581
fashion_mnist,proposed,8192,5.0,0.860357,0.053643
fashion_mnist,fixed_phase,42,0.0,0.8743,-0.004172
fashion_mnist,fixed_phase,42,0.5,0.860457,0.009671
fashion_mnist,fixed_phase,42,1.0,0.848595,0.021533
fashion_mnist,fixed_phase,42,1.5,0.838484,0.031644
fashion_mnist,fixed_phase,42,2.0,0.823209,0.046919
fashion_mnist,fixed_phase,42,3.0,0.79695,0.073178
fashion_mnist,fixed_phase,42,4.0,0.767322,0.102806
fashion_mnist,fixed_phase,42,5.0,0.730977,0.139151
fashion_mnist,fixed_phase,123,0.0,0.87063,-0.000502
fashion_mnist,fixed_phase,123,0.5,0.860335,0.009793
fashion_mnist,fixed_phase,123,1.0,0.849884,0.020244
fashion_mnist,fixed_phase,123,1.5,0.837055,0.033073
fashion_mnist,fixed_phase,123,2.0,0.825365,0.044763
fashion_mnist,fixed_phase,123,3.0,0.793299,0.076829
fashion_mnist,fixed_phase,123,4.0,0.766379,0.103749
fashion_mnist,fixed_phase,123,5.0,0.729673,0.140455
fashion_mnist,fixed_phase,256,0.0,0.872076,-0.001948
fashion_mnist,fixed_phase,256,0.5,0.861851,0.008277
fashion_mnist,fixed_phase,256,1.0,0.851882,0.018246
fashion_mnist,fixed_phase,256,1.5,0.836744,0.033384
fashion_mnist,fixed_phase,256,2.0,0.825076,0.045052
fashion_mnist,fixed_phase,256,3.0,0.795233,0.074895
fashion_mnist,fixed_phase,256,4.0,0.761824,0.108304
fashion_mnist,fixed_phase,256,5.0,0.734058,0.13607
fashion_mnist,fixed_phase,512,0.0,0.871588,-0.00146
fashion_mnist,fixed_phase,512,0.5,0.860437,0.009691
fashion_mnist,fixed_phase,512,1.0,0.850585,0.019543
fashion_mnist,fixed_phase,512,1.5,0.839686,0.030442
fashion_mnist,fixed_phase,512,2.0,0.824983,0.045145
fashion_mnist,fixed_phase,512,3.0,0.796748,0.07338
fashion_mnist,fixed_phase,512,4.0,0.764428,0.1057
fashion_mnist,fixed_phase,512,5.0,0.733294,0.136834
fashion_mnist,fixed_phase,1024,0.0,0.868832,0.001296
fashion_mnist,fixed_phase,1024,0.5,0.863171,0.006957
fashion_mnist,fixed_phase,1024,1.0,0.847145,0.022983
fashion_mnist,fixed_phase,1024,1.5,0.839031,0.031097
fashion_mnist,fixed_phase,1024,2.0,0.824816,0.045312
fashion_mnist,fixed_phase,1024,3.0,0.795875,0.074253
fashion_mnist,fixed_phase,1024,4.0,0.763971,0.106157
fashion_mnist,fixed_phase,1024,5.0,0.735127,0.135001
fashion_mnist,fixed_phase,2024,0.0,0.870192,-6.4e-05
fashion_mnist,fixed_phase,2024,0.5,0.86209,0.008038
fashion_mnist,fixed_phase,2024,1.0,0.848606,0.021522
fashion_mnist,fixed_phase,2024,1.5,0.837945,0.032183
fashion_mnist,fixed_phase,2024,2.0,0.823314,0.046814
fashion_mnist,fixed_phase,2024,3.0,0.797543,0.072585
fashion_mnist,fixed_phase,2024,4.0,0.765122,0.105006
fashion_mnist,fixed_phase,2024,5.0,0.735594,0.134534
fashion_mnist,fixed_phase,4096,0.0,0.869618,0.00051
fashion_mnist,fixed_phase,4096,0.5,0.86238,0.007748
fashion_mnist,fixed_phase,4096,1.0,0.848905,0.021223
fashion_mnist,fixed_phase,4096,1.5,0.837339,0.032789
fashion_mnist,fixed_phase,4096,2.0,0.822305,0.047823
fashion_mnist,fixed_phase,4096,3.0,0.795329,0.074799
fashion_mnist,fixed_phase,4096,4.0,0.764046,0.106082
fashion_mnist,fixed_phase,4096,5.0,0.732493,0.137635
fashion_mnist,fixed_phase,8192,0.0,0.872747,-0.002619
fashion_mnist,fixed_phase,8192,0.5,0.861387,0.008741
fashion_mnist,fixed_phase,8192,1.0,0.848806,0.021322
fashion_mnist,fixed_phase,8192,1.5,0.839225,0.030903
fashion_mnist,fixed_phase,8192,2.0,0.82616,0.043968
fashion_mnist,fixed_phase,8192,3.0,0.794708,0.07542
fashion_mnist,fixed_phase,8192,4.0,0.763022,0.107106
fashion_mnist,fixed_phase,8192,5.0,0.730582,0.139546
fashion_mnist,fixed_amplitude,42,0.0,0.867779,-0.002221
fashion_mnist,fixed_amplitude,42,0.5,0.855966,0.009592
fashion_mnist,fixed_amplitude,42,1.0,0.843776,0.021782
fashion_mnist,fixed_amplitude,42,1.5,0.833277,0.032281
fashion_mnist,fixed_amplitude,42,2.0,0.815946,0.049612
fashion_mnist,fixed_amplitude,42,3.0,0.789999,0.075559
fashion_mnist,fixed_amplitude,42,4.0,0.750752,0.114806
fashion_mnist,fixed_amplitude,42,5.0,0.719699,0.145859
fashion_mnist,fixed_amplitude,123,0.0,0.865384,0.000174
fashion_mnist,fixed_amplitude,123,0.5,0.85622,0.009338
fashion_mnist,fixed_amplitude,123,1.0,0.846699,0.018859
fashion_mnist,fixed_amplitude,123,1.5,0.830806,0.034752
fashion_mnist,fixed_amplitude,123,2.0,0.817082,0.048476
fashion_mnist,fixed_amplitude,123,3.0,0.785545,0.080013
fashion_mnist,fixed_amplitude,123,4.0,0.751742,0.113816
fashion_mnist,fixed_amplitude,123,5.0,0.71859,0.146968
fashion_mnist,fixed_amplitude,256,0.0,0.867542,-0.001984
fashion_mnist,fixed_amplitude,256,0.5,0.857252,0.008306
fashion_mnist,fixed_amplitude,256,1.0,0.843973,0.021585
fashion_mnist,fixed_amplitude,256,1.5,0.832453,0.033105
fashion_mnist,fixed_amplitude,256,2.0,0.814887,0.050671
fashion_mnist,fixed_amplitude,256,3.0,0.789463,0.076095
fashion_mnist,fixed_amplitude,256,4.0,0.754624,0.110934
fashion_mnist,fixed_amplitude,256,5.0,0.721187,0.144371
fashion_mnist,fixed_amplitude,512,0.0,0.862448,0.00311
fashion_mnist,fixed_amplitude,512,0.5,0.858173,0.007385
fashion_mnist,fixed_amplitude,512,1.0,0.844194,0.021364
fashion_mnist,fixed_amplitude,512,1.5,0.832312,0.033246
fashion_mnist,fixed_amplitude,512,2.0,0.817554,0.048004
fashion_mnist,fixed_amplitude,512,3.0,0.784285,0.081273
fashion_mnist,fixed_amplitude,512,4.0,0.751165,0.114393
fashion_mnist,fixed_amplitude,512,5.0,0.719585,0.145973
fashion_mnist,fixed_amplitude,1024,0.0,0.86512,0.000438
fashion_mnist,fixed_amplitude,1024,0.5,0.855561,0.009997
fashion_mnist,fixed_amplitude,1024,1.0,0.845936,0.019622
fashion_mnist,fixed_amplitude,1024,1.5,0.834035,0.031523
fashion_mnist,fixed_amplitude,1024,2.0,0.818141,0.047417
fashion_mnist,fixed_amplitude,1024,3.0,0.786398,0.07916
fashion_mnist,fixed_amplitude,1024,4.0,0.752846,0.112712
fashion_mnist,fixed_amplitude,1024,5.0,0.720595,0.144963
fashion_mnist,fixed_amplitude,2024,0.0,0.864497,0.001061
fashion_mnist,fixed_amplitude,2024,0.5,0.853164,0.012394
fashion_mnist,fixed_amplitude,2024,1.0,0.84357,0.021988
fashion_mnist,fixed_amplitude,2024,1.5,0.831939,0.033619
fashion_mnist,fixed_amplitude,2024,2.0,0.818407,0.047151
fashion_mnist,fixed_amplitude,2024,3.0,0.785947,0.079611
fashion_mnist,fixed_amplitude,2024,4.0,0.7546,0.110958
fashion_mnist,fixed_amplitude,2024,5.0,0.722275,0.143283
fashion_mnist,fixed_amplitude,4096,0.0,0.865891,-0.000333
fashion_mnist,fixed_amplitude,4096,0.5,0.855843,0.009715
fashion_mnist,fixed_amplitude,4096,1.0,0.84435,0.021208
fashion_mnist,fixed_amplitude,4096,1.5,0.829305,0.036253
fashion_mnist,fixed_amplitude,4096,2.0,0.817052,0.048506
fashion_mnist,fixed_amplitude,4096,3.0,0.788686,0.076872
fashion_mnist,fixed_amplitude,4096,4.0,0.755189,0.110369
fashion_mnist,fixed_amplitude,4096,5.0,0.718317,0.147241
fashion_mnist,fixed_amplitude,8192,0.0,0.86481,0.000748
fashion_mnist,fixed_amplitude,8192,0.5,0.854956,0.010602
fashion_mnist,fixed_amplitude,8192,1.0,0.844562,0.020996
fashion_mnist,fixed_amplitude,8192,1.5,0.83481,0.030748
fashion_mnist,fixed_amplitude,8192,2.0,0.817975,0.047583
fashion_mnist,fixed_amplitude,8192,3.0,0.785746,0.079812
fashion_mnist,fixed_amplitude,8192,4.0,0.75399,0.111568
fashion_mnist,fixed_amplitude,8192,5.0,0.7204,0.145158
fashion_mnist,random_unitary,42,0.0,0.823538,-0.000938
fashion_mnist,random_unitary,42,0.5,0.811726,0.010874
fashion_mnist,random_unitary,42,1.0,0.795878,0.026722
fashion_mnist,random_unitary,42,1.5,0.779027,0.043573
fashion_mnist,random_unitary,42,2.0,0.762757,0.059843
fashion_mnist,random_unitary,42,3.0,0.72077,0.10183
fashion_mnist,random_unitary,42,4.0,0.675282,0.147318
fashion_mnist,random_unitary,42,5.0,0.626685,0.195915
fashion_mnist,random_unitary,123,0.0,0.822783,-0.000183
fashion_mnist,random_unitary,123,0.5,0.81272,0.00988
fashion_mnist,random_unitary,123,1.0,0.795427,0.027173
fashion_mnist,random_unitary,123,1.5,0.778404,0.044196
fashion_mnist,random_unitary,123,2.0,0.759399,0.063201
fashion_mnist,random_unitary,123,3.0,0.720118,0.102482
fashion_mnist,random_unitary,123,4.0,0.673081,0.149519
fashion_mnist,random_unitary,123,5.0,0.624724,0.197876
fashion_mnist,random_unitary,256,0.0,0.822567,3.3e-05
fashion_mnist,random_unitary,256,0.5,0.810664,0.011936
fashion_mnist,random_unitary,256,1.0,0.800574,0.022026
fashion_mnist,random_unitary,256,1.5,0.777375,0.045225
fashion_mnist,random_unitary,256,2.0,0.75922,0.06338
fashion_mnist,random_unitary,256,3.0,0.717986,0.104614
fashion_mnist,random_unitary,256,4.0,0.675668,0.146932
fashion_mnist,random_unitary,256,5.0,0.62608,0.19652
fashion_mnist,random_unitary,512,0.0,0.820868,0.001732
fashion_mnist,random_unitary,512,0.5,0.80999,0.01261
fashion_mnist,random_unitary,512,1.0,0.797721,0.024879
fashion_mnist,random_unitary,512,1.5,0.780245,0.042355
fashion_mnist,random_unitary,512,2.0,0.759807,0.062793
fashion_mnist,random_unitary,512,3.0,0.719525,0.103075
fashion_mnist,random_unitary,512,4.0,0.671311,0.151289
fashion_mnist,random_unitary,512,5.0,0.625538,0.197062
fashion_mnist,random_unitary,1024,0.0,0.822404,0.000196
fashion_mnist,random_unitary,1024,0.5,0.812895,0.009705
fashion_mnist,random_unitary,1024,1.0,0.794127,0.028473
fashion_mnist,random_unitary,1024,1.5,0.779085,0.043515
fashion_mnist,random_unitary,1024,2.0,0.760533,0.062067
fashion_mnist,random_unitary,1024,3.0,0.717776,0.104824
fashion_mnist,random_unitary,1024,4.0,0.67517,0.14743
fashion_mnist,random_unitary,1024,5.0,0.62734,0.19526
fashion_mnist,random_unitary,2024,0.0,0.822025,0.000575
fashion_mnist,random_unitary,2024,0.5,0.81186,0.01074
fashion_mnist,random_unitary,2024,1.0,0.794605,0.027995
fashion_mnist,random_unitary,2024,1.5,0.776537,0.046063
fashion_mnist,random_unitary,2024,2.0,0.759304,0.063296
fashion_mnist,random_unitary,2024,3.0,0.717687,0.104913
fashion_mnist,random_unitary,2024,4.0,0.675818,0.146782
fashion_mnist,random_unitary,2024,5.0,0.623487,0.199113
fashion_mnist,random_unitary,4096,0.0,0.823963,-0.001363
fashion_mnist,random_unitary,4096,0.5,0.811715,0.010885
fashion_mnist,random_unitary,4096,1.0,0.796654,0.025946
fashion_mnist,random_unitary,4096,1.5,0.778914,0.043686
fashion_mnist,random_unitary,4096,2.0,0.760745,0.061855
fashion_mnist,random_unitary,4096,3.0,0.720278,0.102322
fashion_mnist,random_unitary,4096,4.0,0.672766,0.149834
fashion_mnist,random_unitary,4096,5.0,0.62451,0.19809
fashion_mnist,random_unitary,8192,0.0,0.823815,-0.001215
fashion_mnist,random_unitary,8192,0.5,0.809702,0.012898
fashion_mnist,random_unitary,8192,1.0,0.796221,0.026379
fashion_mnist,random_unitary,8192,1.5,0.778822,0.043778
fashion_mnist,random_unitary,8192,2.0,0.760979,0.061621
fashion_mnist,random_unitary,8192,3.0,0.715679,0.106921
fashion_mnist,random_unitary,8192,4.0,0.67293,0.14967
fashion_mnist,random_unitary,8192,5.0,0.624931,0.197669
fashion_mnist,mlp,42,0.0,0.898533,0.001757
fashion_mnist,mlp,42,0.5,0.891184,0.009106
fashion_mnist,mlp,42,1.0,0.882946,0.017344
fashion_mnist,mlp,42,1.5,0.871304,0.028986
