dataset,model,seed,sigma_phi_rad,accuracy,accuracy_drop_from_clean
mnist,proposed,256,0.03,0.983197,0.003803
mnist,proposed,256,0.04,0.978307,0.008693
mnist,proposed,256,0.05,0.977706,0.009294
mnist,proposed,256,0.06,0.974251,0.012749
mnist,proposed,256,0.08,0.968781,0.018219
mnist,proposed,256,0.1,0.962087,0.024913
mnist,proposed,256,0.12,0.957319,0.029681
mnist,proposed,256,0.15,0.948047,0.038953
mnist,proposed,512,0.0,0.985961,0.001039
mnist,proposed,512,0.01,0.987552,-0.000552
mnist,proposed,512,0.02,0.983873,0.003127
mnist,proposed,512,0.03,0.982551,0.004449
mnist,proposed,512,0.04,0.978057,0.008943
mnist,proposed,512,0.05,0.977455,0.009545
mnist,proposed,512,0.06,0.973895,0.013105
mnist,proposed,512,0.08,0.969254,0.017746
mnist,proposed,512,0.1,0.96444,0.02256
mnist,proposed,512,0.12,0.957724,0.029276
mnist,proposed,512,0.15,0.950533,0.036467
mnist,proposed,1024,0.0,0.988349,-0.001349
mnist,proposed,1024,0.01,0.984792,0.002208
mnist,proposed,1024,0.02,0.983969,0.003031
mnist,proposed,1024,0.03,0.981917,0.005083
mnist,proposed,1024,0.04,0.976936,0.010064
mnist,proposed,1024,0.05,0.976154,0.010846
mnist,proposed,1024,0.06,0.972773,0.014227
mnist,proposed,1024,0.08,0.968162,0.018838
mnist,proposed,1024,0.1,0.963771,0.023229
mnist,proposed,1024,0.12,0.960262,0.026738
mnist,proposed,1024,0.15,0.946752,0.040248
mnist,proposed,2024,0.0,0.987031,-3.1e-05
mnist,proposed,2024,0.01,0.986302,0.000698
mnist,proposed,2024,0.02,0.982443,0.004557
mnist,proposed,2024,0.03,0.983647,0.003353
mnist,proposed,2024,0.04,0.976698,0.010302
mnist,proposed,2024,0.05,0.975759,0.011241
mnist,proposed,2024,0.06,0.974799,0.012201
mnist,proposed,2024,0.08,0.968385,0.018615
mnist,proposed,2024,0.1,0.961729,0.025271
mnist,proposed,2024,0.12,0.958402,0.028598
mnist,proposed,2024,0.15,0.949572,0.037428
mnist,proposed,4096,0.0,0.986297,0.000703
mnist,proposed,4096,0.01,0.984321,0.002679
mnist,proposed,4096,0.02,0.979703,0.007297
mnist,proposed,4096,0.03,0.980189,0.006811
mnist,proposed,4096,0.04,0.978401,0.008599
mnist,proposed,4096,0.05,0.976815,0.010185
mnist,proposed,4096,0.06,0.97331,0.01369
mnist,proposed,4096,0.08,0.97031,0.01669
mnist,proposed,4096,0.1,0.964247,0.022753
mnist,proposed,4096,0.12,0.957721,0.029279
mnist,proposed,4096,0.15,0.947886,0.039114
mnist,proposed,8192,0.0,0.987259,-0.000259
mnist,proposed,8192,0.01,0.986387,0.000613
mnist,proposed,8192,0.02,0.983635,0.003365
mnist,proposed,8192,0.03,0.980127,0.006873
mnist,proposed,8192,0.04,0.979026,0.007974
mnist,proposed,8192,0.05,0.974787,0.012213
mnist,proposed,8192,0.06,0.974543,0.012457
mnist,proposed,8192,0.08,0.970096,0.016904
mnist,proposed,8192,0.1,0.962209,0.024791
mnist,proposed,8192,0.12,0.959275,0.027725
mnist,proposed,8192,0.15,0.948884,0.038116
mnist,fixed_phase,42,0.0,0.937045,0.002579
mnist,fixed_phase,42,0.01,0.936929,0.002695
mnist,fixed_phase,42,0.02,0.933072,0.006552
mnist,fixed_phase,42,0.03,0.928659,0.010965
mnist,fixed_phase,42,0.04,0.921496,0.018128
mnist,fixed_phase,42,0.05,0.918767,0.020857
mnist,fixed_phase,42,0.06,0.912397,0.027227
mnist,fixed_phase,42,0.08,0.897915,0.041709
mnist,fixed_phase,42,0.1,0.883052,0.056572
mnist,fixed_phase,42,0.12,0.866861,0.072763
mnist,fixed_phase,42,0.15,0.840026,0.099598
mnist,fixed_phase,123,0.0,0.938424,0.0012
mnist,fixed_phase,123,0.01,0.9381,0.001524
mnist,fixed_phase,123,0.02,0.932208,0.007416
mnist,fixed_phase,123,0.03,0.926861,0.012763
mnist,fixed_phase,123,0.04,0.924059,0.015565
mnist,fixed_phase,123,0.05,0.916476,0.023148
mnist,fixed_phase,123,0.06,0.909904,0.02972
mnist,fixed_phase,123,0.08,0.896657,0.042967
mnist,fixed_phase,123,0.1,0.880923,0.058701
mnist,fixed_phase,123,0.12,0.864622,0.075002
mnist,fixed_phase,123,0.15,0.839333,0.100291
mnist,fixed_phase,256,0.0,0.939983,-0.000359
mnist,fixed_phase,256,0.01,0.937486,0.002138
mnist,fixed_phase,256,0.02,0.934317,0.005307
mnist,fixed_phase,256,0.03,0.927618,0.012006
mnist,fixed_phase,256,0.04,0.921353,0.018271
mnist,fixed_phase,256,0.05,0.9184,0.021224
mnist,fixed_phase,256,0.06,0.909867,0.029757
mnist,fixed_phase,256,0.08,0.896889,0.042735
mnist,fixed_phase,256,0.1,0.886366,0.053258
mnist,fixed_phase,256,0.12,0.866528,0.073096
mnist,fixed_phase,256,0.15,0.836992,0.102632
mnist,fixed_phase,512,0.0,0.939421,0.000203
mnist,fixed_phase,512,0.01,0.935978,0.003646
mnist,fixed_phase,512,0.02,0.933137,0.006487
mnist,fixed_phase,512,0.03,0.929172,0.010452
mnist,fixed_phase,512,0.04,0.922986,0.016638
mnist,fixed_phase,512,0.05,0.915653,0.023971
mnist,fixed_phase,512,0.06,0.908326,0.031298
mnist,fixed_phase,512,0.08,0.894867,0.044757
mnist,fixed_phase,512,0.1,0.882027,0.057597
mnist,fixed_phase,512,0.12,0.865959,0.073665
mnist,fixed_phase,512,0.15,0.839893,0.099731
mnist,fixed_phase,1024,0.0,0.938882,0.000742
mnist,fixed_phase,1024,0.01,0.936003,0.003621
mnist,fixed_phase,1024,0.02,0.93316,0.006464
mnist,fixed_phase,1024,0.03,0.930239,0.009385
mnist,fixed_phase,1024,0.04,0.923867,0.015757
mnist,fixed_phase,1024,0.05,0.918696,0.020928
mnist,fixed_phase,1024,0.06,0.912169,0.027455
mnist,fixed_phase,1024,0.08,0.897212,0.042412
mnist,fixed_phase,1024,0.1,0.882969,0.056655
mnist,fixed_phase,1024,0.12,0.867155,0.072469
mnist,fixed_phase,1024,0.15,0.841469,0.098155
mnist,fixed_phase,2024,0.0,0.93909,0.000534
mnist,fixed_phase,2024,0.01,0.935387,0.004237
mnist,fixed_phase,2024,0.02,0.931529,0.008095
mnist,fixed_phase,2024,0.03,0.928544,0.01108
mnist,fixed_phase,2024,0.04,0.921562,0.018062
mnist,fixed_phase,2024,0.05,0.917983,0.021641
mnist,fixed_phase,2024,0.06,0.911501,0.028123
mnist,fixed_phase,2024,0.08,0.894597,0.045027
mnist,fixed_phase,2024,0.1,0.881569,0.058055
mnist,fixed_phase,2024,0.12,0.866502,0.073122
mnist,fixed_phase,2024,0.15,0.837324,0.1023
mnist,fixed_phase,4096,0.0,0.939013,0.000611
mnist,fixed_phase,4096,0.01,0.937701,0.001923
mnist,fixed_phase,4096,0.02,0.93422,0.005404
mnist,fixed_phase,4096,0.03,0.92504,0.014584
mnist,fixed_phase,4096,0.04,0.922445,0.017179
mnist,fixed_phase,4096,0.05,0.917674,0.02195
mnist,fixed_phase,4096,0.06,0.912106,0.027518
mnist,fixed_phase,4096,0.08,0.897469,0.042155
mnist,fixed_phase,4096,0.1,0.882767,0.056857
mnist,fixed_phase,4096,0.12,0.863551,0.076073
mnist,fixed_phase,4096,0.15,0.839733,0.099891
mnist,fixed_phase,8192,0.0,0.939414,0.00021
mnist,fixed_phase,8192,0.01,0.937485,0.002139
mnist,fixed_phase,8192,0.02,0.931411,0.008213
mnist,fixed_phase,8192,0.03,0.927826,0.011798
mnist,fixed_phase,8192,0.04,0.923186,0.016438
mnist,fixed_phase,8192,0.05,0.916981,0.022643
mnist,fixed_phase,8192,0.06,0.910463,0.029161
mnist,fixed_phase,8192,0.08,0.897512,0.042112
mnist,fixed_phase,8192,0.1,0.883879,0.055745
mnist,fixed_phase,8192,0.12,0.864333,0.075291
mnist,fixed_phase,8192,0.15,0.839469,0.100155
mnist,fixed_amplitude,42,0.0,0.933859,0.00083
mnist,fixed_amplitude,42,0.01,0.930831,0.003858
mnist,fixed_amplitude,42,0.02,0.928207,0.006482
mnist,fixed_amplitude,42,0.03,0.922722,0.011967
mnist,fixed_amplitude,42,0.04,0.91635,0.018339
mnist,fixed_amplitude,42,0.05,0.910551,0.024138
mnist,fixed_amplitude,42,0.06,0.903419,0.03127
mnist,fixed_amplitude,42,0.08,0.891205,0.043484
mnist,fixed_amplitude,42,0.1,0.87317,0.061519
mnist,fixed_amplitude,42,0.12,0.854573,0.080116
mnist,fixed_amplitude,42,0.15,0.827156,0.107533
mnist,fixed_amplitude,123,0.0,0.934627,6.2e-05
mnist,fixed_amplitude,123,0.01,0.930863,0.003826
mnist,fixed_amplitude,123,0.02,0.927289,0.0074
mnist,fixed_amplitude,123,0.03,0.921719,0.01297
mnist,fixed_amplitude,123,0.04,0.918617,0.016072
mnist,fixed_amplitude,123,0.05,0.910673,0.024016
mnist,fixed_amplitude,123,0.06,0.904071,0.030618
mnist,fixed_amplitude,123,0.08,0.890076,0.044613
mnist,fixed_amplitude,123,0.1,0.873208,0.061481
mnist,fixed_amplitude,123,0.12,0.854968,0.079721
mnist,fixed_amplitude,123,0.15,0.827931,0.106758
mnist,fixed_amplitude,256,0.0,0.934217,0.000472
mnist,fixed_amplitude,256,0.01,0.931641,0.003048
mnist,fixed_amplitude,256,0.02,0.927207,0.007482
mnist,fixed_amplitude,256,0.03,0.922214,0.012475
mnist,fixed_amplitude,256,0.04,0.915783,0.018906
mnist,fixed_amplitude,256,0.05,0.910614,0.024075
mnist,fixed_amplitude,256,0.06,0.902703,0.031986
mnist,fixed_amplitude,256,0.08,0.890088,0.044601
mnist,fixed_amplitude,256,0.1,0.87557,0.059119
mnist,fixed_amplitude,256,0.12,0.854715,0.079974
mnist,fixed_amplitude,256,0.15,0.82687,0.107819
mnist,fixed_amplitude,512,0.0,0.934779,-9e-05
mnist,fixed_amplitude,512,0.01,0.931095,0.003594
mnist,fixed_amplitude,512,0.02,0.927676,0.007013
mnist,fixed_amplitude,512,0.03,0.919735,0.014954
mnist,fixed_amplitude,512,0.04,0.916733,0.017956
mnist,fixed_amplitude,512,0.05,0.911831,0.022858
mnist,fixed_amplitude,512,0.06,0.905125,0.029564
mnist,fixed_amplitude,512,0.08,0.888626,0.046063
mnist,fixed_amplitude,512,0.1,0.874153,0.060536
mnist,fixed_amplitude,512,0.12,0.856972,0.077717
mnist,fixed_amplitude,512,0.15,0.826152,0.108537
mnist,fixed_amplitude,1024,0.0,0.935531,-0.000842
mnist,fixed_amplitude,1024,0.01,0.929816,0.004873
mnist,fixed_amplitude,1024,0.02,0.926969,0.00772
mnist,fixed_amplitude,1024,0.03,0.920981,0.013708
mnist,fixed_amplitude,1024,0.04,0.915535,0.019154
mnist,fixed_amplitude,1024,0.05,0.912771,0.021918
mnist,fixed_amplitude,1024,0.06,0.905235,0.029454
mnist,fixed_amplitude,1024,0.08,0.889533,0.045156
mnist,fixed_amplitude,1024,0.1,0.873023,0.061666
mnist,fixed_amplitude,1024,0.12,0.855439,0.07925
mnist,fixed_amplitude,1024,0.15,0.827181,0.107508
mnist,fixed_amplitude,2024,0.0,0.935771,-0.001082
mnist,fixed_amplitude,2024,0.01,0.928824,0.005865
mnist,fixed_amplitude,2024,0.02,0.929251,0.005438
mnist,fixed_amplitude,2024,0.03,0.920004,0.014685
mnist,fixed_amplitude,2024,0.04,0.915612,0.019077
mnist,fixed_amplitude,2024,0.05,0.912616,0.022073
mnist,fixed_amplitude,2024,0.06,0.90497,0.029719
mnist,fixed_amplitude,2024,0.08,0.887544,0.047145
mnist,fixed_amplitude,2024,0.1,0.87393,0.060759
mnist,fixed_amplitude,2024,0.12,0.859984,0.074705
mnist,fixed_amplitude,2024,0.15,0.826244,0.108445
mnist,fixed_amplitude,4096,0.0,0.935925,-0.001236
mnist,fixed_amplitude,4096,0.01,0.930245,0.004444
mnist,fixed_amplitude,4096,0.02,0.925988,0.008701
mnist,fixed_amplitude,4096,0.03,0.921128,0.013561
mnist,fixed_amplitude,4096,0.04,0.919148,0.015541
mnist,fixed_amplitude,4096,0.05,0.90984,0.024849
mnist,fixed_amplitude,4096,0.06,0.906981,0.027708
mnist,fixed_amplitude,4096,0.08,0.888947,0.045742
mnist,fixed_amplitude,4096,0.1,0.875441,0.059248
mnist,fixed_amplitude,4096,0.12,0.856244,0.078445
mnist,fixed_amplitude,4096,0.15,0.827148,0.107541
mnist,fixed_amplitude,8192,0.0,0.93517,-0.000481
mnist,fixed_amplitude,8192,0.01,0.931088,0.003601
mnist,fixed_amplitude,8192,0.02,0.927917,0.006772
mnist,fixed_amplitude,8192,0.03,0.923825,0.010864
mnist,fixed_amplitude,8192,0.04,0.917512,0.017177
mnist,fixed_amplitude,8192,0.05,0.909509,0.02518
mnist,fixed_amplitude,8192,0.06,0.90486,0.029829
mnist,fixed_amplitude,8192,0.08,0.891455,0.043234
mnist,fixed_amplitude,8192,0.1,0.873728,0.060961
mnist,fixed_amplitude,8192,0.12,0.854575,0.080114
mnist,fixed_amplitude,8192,0.15,0.828068,0.106621
mnist,random_unitary,42,0.0,0.890471,-0.002171
mnist,random_unitary,42,0.01,0.88241,0.00589
mnist,random_unitary,42,0.02,0.879016,0.009284
mnist,random_unitary,42,0.03,0.874595,0.013705
mnist,random_unitary,42,0.04,0.865923,0.022377
mnist,random_unitary,42,0.05,0.859383,0.028917
mnist,random_unitary,42,0.06,0.849804,0.038496
mnist,random_unitary,42,0.08,0.830381,0.057919
mnist,random_unitary,42,0.1,0.808715,0.079585
mnist,random_unitary,42,0.12,0.781648,0.106652
mnist,random_unitary,42,0.15,0.741421,0.146879
mnist,random_unitary,123,0.0,0.889958,-0.001658
mnist,random_unitary,123,0.01,0.884506,0.003794
mnist,random_unitary,123,0.02,0.880105,0.008195
mnist,random_unitary,123,0.03,0.871361,0.016939
mnist,random_unitary,123,0.04,0.865568,0.022732
mnist,random_unitary,123,0.05,0.855778,0.032522
mnist,random_unitary,123,0.06,0.850193,0.038107
mnist,random_unitary,123,0.08,0.828999,0.059301
mnist,random_unitary,123,0.1,0.805338,0.082962
mnist,random_unitary,123,0.12,0.782416,0.105884
mnist,random_unitary,123,0.15,0.739173,0.149127
mnist,random_unitary,256,0.0,0.888279,2.1e-05
mnist,random_unitary,256,0.01,0.883338,0.004962
mnist,random_unitary,256,0.02,0.879806,0.008494
mnist,random_unitary,256,0.03,0.873879,0.014421
mnist,random_unitary,256,0.04,0.871034,0.017266
mnist,random_unitary,256,0.05,0.858185,0.030115
mnist,random_unitary,256,0.06,0.847288,0.041012
mnist,random_unitary,256,0.08,0.828656,0.059644
mnist,random_unitary,256,0.1,0.807711,0.080589
mnist,random_unitary,256,0.12,0.782289,0.106011
mnist,random_unitary,256,0.15,0.742094,0.146206
mnist,random_unitary,512,0.0,0.887769,0.000531
mnist,random_unitary,512,0.01,0.882462,0.005838
mnist,random_unitary,512,0.02,0.880758,0.007542
mnist,random_unitary,512,0.03,0.874129,0.014171
mnist,random_unitary,512,0.04,0.867763,0.020537
mnist,random_unitary,512,0.05,0.857419,0.030881
mnist,random_unitary,512,0.06,0.849681,0.038619
mnist,random_unitary,512,0.08,0.828523,0.059777
mnist,random_unitary,512,0.1,0.806931,0.081369
mnist,random_unitary,512,0.12,0.783143,0.105157
mnist,random_unitary,512,0.15,0.737049,0.151251
mnist,random_unitary,1024,0.0,0.888526,-0.000226
mnist,random_unitary,1024,0.01,0.882477,0.005823
mnist,random_unitary,1024,0.02,0.879086,0.009214
mnist,random_unitary,1024,0.03,0.875326,0.012974
mnist,random_unitary,1024,0.04,0.864888,0.023412
mnist,random_unitary,1024,0.05,0.857254,0.031046
mnist,random_unitary,1024,0.06,0.849939,0.038361
mnist,random_unitary,1024,0.08,0.830037,0.058263
mnist,random_unitary,1024,0.1,0.80586,0.08244
mnist,random_unitary,1024,0.12,0.781015,0.107285
mnist,random_unitary,1024,0.15,0.741961,0.146339
mnist,random_unitary,2024,0.0,0.887039,0.001261
mnist,random_unitary,2024,0.01,0.882146,0.006154
mnist,random_unitary,2024,0.02,0.880749,0.007551
mnist,random_unitary,2024,0.03,0.873322,0.014978
mnist,random_unitary,2024,0.04,0.864713,0.023587
mnist,random_unitary,2024,0.05,0.858735,0.029565
mnist,random_unitary,2024,0.06,0.851255,0.037045
mnist,random_unitary,2024,0.08,0.830985,0.057315
mnist,random_unitary,2024,0.1,0.807225,0.081075
mnist,random_unitary,2024,0.12,0.781206,0.107094
mnist,random_unitary,2024,0.15,0.741922,0.146378
mnist,random_unitary,4096,0.0,0.889564,-0.001264
mnist,random_unitary,4096,0.01,0.884832,0.003468
mnist,random_unitary,4096,0.02,0.879533,0.008767
mnist,random_unitary,4096,0.03,0.873601,0.014699
mnist,random_unitary,4096,0.04,0.865272,0.023028
mnist,random_unitary,4096,0.05,0.858009,0.030291
mnist,random_unitary,4096,0.06,0.851216,0.037084
mnist,random_unitary,4096,0.08,0.827503,0.060797
mnist,random_unitary,4096,0.1,0.810311,0.077989
mnist,random_unitary,4096,0.12,0.78257,0.10573
mnist,random_unitary,4096,0.15,0.737164,0.151136
mnist,random_unitary,8192,0.0,0.887504,0.000796
mnist,random_unitary,8192,0.01,0.882742,0.005558
mnist,random_unitary,8192,0.02,0.878998,0.009302
mnist,random_unitary,8192,0.03,0.870602,0.017698
mnist,random_unitary,8192,0.04,0.864258,0.024042
mnist,random_unitary,8192,0.05,0.85796,0.03034
mnist,random_unitary,8192,0.06,0.847389,0.040911
mnist,random_unitary,8192,0.08,0.829392,0.058908
mnist,random_unitary,8192,0.1,0.80664,0.08166
mnist,random_unitary,8192,0.12,0.78146,0.10684
mnist,random_unitary,8192,0.15,0.741541,0.146759
mnist,mlp,42,0.0,0.970902,0.001293
mnist,mlp,42,0.01,0.969498,0.002697
mnist,mlp,42,0.02,0.966161,0.006034
mnist,mlp,42,0.03,0.9598,0.012395
mnist,mlp,42,0.04,0.956778,0.015417
mnist,mlp,42,0.05,0.951674,0.020521
mnist,mlp,42,0.06,0.947446,0.024749
mnist,mlp,42,0.08,0.934292,0.037903
mnist,mlp,42,0.1,0.92339,0.048805
mnist,mlp,42,0.12,0.906955,0.06524
mnist,mlp,42,0.15,0.884529,0.087666
mnist,mlp,123,0.0,0.971669,0.000526
mnist,mlp,123,0.01,0.966889,0.005306
mnist,mlp,123,0.02,0.965295,0.0069
mnist,mlp,123,0.03,0.962528,0.009667
mnist,mlp,123,0.04,0.955777,0.016418
mnist,mlp,123,0.05,0.951708,0.020487
mnist,mlp,123,0.06,0.946306,0.025889
mnist,mlp,123,0.08,0.93407,0.038125
mnist,mlp,123,0.1,0.922842,0.049353
mnist,mlp,123,0.12,0.906853,0.065342
mnist,mlp,123,0.15,0.882278,0.089917
mnist,mlp,256,0.0,0.972005,0.00019
mnist,mlp,256,0.01,0.968173,0.004022
mnist,mlp,256,0.02,0.963079,0.009116
mnist,mlp,256,0.03,0.961171,0.011024
mnist,mlp,256,0.04,0.957748,0.014447
mnist,mlp,256,0.05,0.951236,0.020959
mnist,mlp,256,0.06,0.948507,0.023688
mnist,mlp,256,0.08,0.935371,0.036824
mnist,mlp,256,0.1,0.920999,0.051196
mnist,mlp,256,0.12,0.906337,0.065858
mnist,mlp,256,0.15,0.886741,0.085454
mnist,mlp,512,0.0,0.973214,-0.001019
mnist,mlp,512,0.01,0.969905,0.00229
mnist,mlp,512,0.02,0.964501,0.007694
mnist,mlp,512,0.03,0.960825,0.01137
mnist,mlp,512,0.04,0.958956,0.013239
mnist,mlp,512,0.05,0.951056,0.021139
mnist,mlp,512,0.06,0.946509,0.025686
mnist,mlp,512,0.08,0.934237,0.037958
mnist,mlp,512,0.1,0.923464,0.048731
mnist,mlp,512,0.12,0.90698,0.065215
mnist,mlp,512,0.15,0.886237,0.085958
mnist,mlp,1024,0.0,0.970458,0.001737
mnist,mlp,1024,0.01,0.969625,0.00257
mnist,mlp,1024,0.02,0.966757,0.005438
mnist,mlp,1024,0.03,0.960805,0.01139
mnist,mlp,1024,0.04,0.95298,0.019215
mnist,mlp,1024,0.05,0.950096,0.022099
mnist,mlp,1024,0.06,0.944763,0.027432
mnist,mlp,1024,0.08,0.9368,0.035395
mnist,mlp,1024,0.1,0.924085,0.04811
mnist,mlp,1024,0.12,0.907657,0.064538
mnist,mlp,1024,0.15,0.883217,0.088978
mnist,mlp,2024,0.0,0.969265,0.00293
mnist,mlp,2024,0.01,0.969806,0.002389
mnist,mlp,2024,0.02,0.966829,0.005366
mnist,mlp,2024,0.03,0.960754,0.011441
mnist,mlp,2024,0.04,0.956846,0.015349
mnist,mlp,2024,0.05,0.953296,0.018899
mnist,mlp,2024,0.06,0.944311,0.027884
mnist,mlp,2024,0.08,0.933385,0.03881
mnist,mlp,2024,0.1,0.920424,0.051771
mnist,mlp,2024,0.12,0.906662,0.065533
mnist,mlp,2024,0.15,0.883771,0.088424
mnist,mlp,4096,0.0,0.972738,-0.000543
mnist,mlp,4096,0.01,0.970621,0.001574
mnist,mlp,4096,0.02,0.965491,0.006704
mnist,mlp,4096,0.03,0.961717,0.010478
mnist,mlp,4096,0.04,0.955491,0.016704
mnist,mlp,4096,0.05,0.951692,0.020503
mnist,mlp,4096,0.06,0.949383,0.022812
mnist,mlp,4096,0.08,0.935167,0.037028
mnist,mlp,4096,0.1,0.920666,0.051529
mnist,mlp,4096,0.12,0.908149,0.064046
mnist,mlp,4096,0.15,0.883643,0.088552
mnist,mlp,8192,0.0,0.970302,0.001893
mnist,mlp,8192,0.01,0.970335,0.00186
mnist,mlp,8192,0.02,0.966883,0.005312
mnist,mlp,8192,0.03,0.96315,0.009045
mnist,mlp,8192,0.04,0.956734,0.015461
mnist,mlp,8192,0.05,0.952859,0.019336
mnist,mlp,8192,0.06,0.946495,0.0257
mnist,mlp,8192,0.08,0.93482,0.037375
mnist,mlp,8192,0.1,0.920485,0.05171
mnist,mlp,8192,0.12,0.90589,0.066305
mnist,mlp,8192,0.15,0.884717,0.087478
mnist,cnn,42,0.0,0.993562,-0.001627
mnist,cnn,42,0.01,0.988304,0.003631
mnist,cnn,42,0.02,0.985784,0.006151
mnist,cnn,42,0.03,0.981556,0.010379
mnist,cnn,42,0.04,0.977837,0.014098
mnist,cnn,42,0.05,0.9744,0.017535
mnist,cnn,42,0.06,0.967946,0.023989
mnist,cnn,42,0.08,0.960674,0.031261
mnist,cnn,42,0.1,0.950511,0.041424
mnist,cnn,42,0.12,0.935184,0.056751
mnist,cnn,42,0.15,0.918824,0.073111
mnist,cnn,123,0.0,0.9941,-0.002165
mnist,cnn,123,0.01,0.988305,0.00363
mnist,cnn,123,0.02,0.985432,0.006503
mnist,cnn,123,0.03,0.983328,0.008607
mnist,cnn,123,0.04,0.97831,0.013625
mnist,cnn,123,0.05,0.974815,0.01712
mnist,cnn,123,0.06,0.96849,0.023445
mnist,cnn,123,0.08,0.959803,0.032132
mnist,cnn,123,0.1,0.949464,0.042471
mnist,cnn,123,0.12,0.938563,0.053372
mnist,cnn,123,0.15,0.918323,0.073612
mnist,cnn,256,0.0,0.992814,-0.000879
mnist,cnn,256,0.01,0.98619,0.005745
mnist,cnn,256,0.02,0.985389,0.006546
mnist,cnn,256,0.03,0.983446,0.008489
mnist,cnn,256,0.04,0.980122,0.011813
mnist,cnn,256,0.05,0.972186,0.019749
mnist,cnn,256,0.06,0.968741,0.023194
mnist,cnn,256,0.08,0.961121,0.030814
mnist,cnn,256,0.1,0.950041,0.041894
mnist,cnn,256,0.12,0.936678,0.055257
mnist,cnn,256,0.15,0.91918,0.072755
mnist,cnn,512,0.0,0.989714,0.002221
mnist,cnn,512,0.01,0.989467,0.002468
mnist,cnn,512,0.02,0.987068,0.004867
mnist,cnn,512,0.03,0.983194,0.008741
mnist,cnn,512,0.04,0.977786,0.014149
mnist,cnn,512,0.05,0.974471,0.017464
mnist,cnn,512,0.06,0.968206,0.023729
mnist,cnn,512,0.08,0.958673,0.033262
mnist,cnn,512,0.1,0.947417,0.044518
mnist,cnn,512,0.12,0.938877,0.053058
mnist,cnn,512,0.15,0.917097,0.074838
mnist,cnn,1024,0.0,0.992347,-0.000412
mnist,cnn,1024,0.01,0.990746,0.001189
mnist,cnn,1024,0.02,0.986322,0.005613
mnist,cnn,1024,0.03,0.982661,0.009274
mnist,cnn,1024,0.04,0.979323,0.012612
mnist,cnn,1024,0.05,0.972664,0.019271
mnist,cnn,1024,0.06,0.968211,0.023724
mnist,cnn,1024,0.08,0.955747,0.036188
mnist,cnn,1024,0.1,0.947078,0.044857
mnist,cnn,1024,0.12,0.935505,0.05643
mnist,cnn,1024,0.15,0.919355,0.07258
mnist,cnn,2024,0.0,0.991962,-2.7e-05
mnist,cnn,2024,0.01,0.98943,0.002505
mnist,cnn,2024,0.02,0.984508,0.007427
mnist,cnn,2024,0.03,0.980077,0.011858
mnist,cnn,2024,0.04,0.978306,0.013629
mnist,cnn,2024,0.05,0.972535,0.0194
mnist,cnn,2024,0.06,0.968908,0.023027
mnist,cnn,2024,0.08,0.957277,0.034658
mnist,cnn,2024,0.1,0.949084,0.042851
mnist,cnn,2024,0.12,0.935719,0.056216
mnist,cnn,2024,0.15,0.917741,0.074194
mnist,cnn,4096,0.0,0.99182,0.000115
mnist,cnn,4096,0.01,0.987174,0.004761
mnist,cnn,4096,0.02,0.986585,0.00535
mnist,cnn,4096,0.03,0.982366,0.009569
mnist,cnn,4096,0.04,0.980257,0.011678
mnist,cnn,4096,0.05,0.971436,0.020499
mnist,cnn,4096,0.06,0.969786,0.022149
mnist,cnn,4096,0.08,0.960607,0.031328
mnist,cnn,4096,0.1,0.947245,0.04469
mnist,cnn,4096,0.12,0.937728,0.054207
mnist,cnn,4096,0.15,0.916515,0.07542
mnist,cnn,8192,0.0,0.991224,0.000711
mnist,cnn,8192,0.01,0.987265,0.00467
mnist,cnn,8192,0.02,0.984918,0.007017
mnist,cnn,8192,0.03,0.982093,0.009842
mnist,cnn,8192,0.04,0.978856,0.013079
mnist,cnn,8192,0.05,0.973441,0.018494
mnist,cnn,8192,0.06,0.969305,0.02263
mnist,cnn,8192,0.08,0.959345,0.03259
mnist,cnn,8192,0.1,0.948838,0.043097
mnist,cnn,8192,0.12,0.938319,0.053616
mnist,cnn,8192,0.15,0.919733,0.072202
fashion_mnist,proposed,42,0.0,0.915785,-0.001785
fashion_mnist,proposed,42,0.01,0.911726,0.002274
fashion_mnist,proposed,42,0.02,0.910709,0.003291
fashion_mnist,proposed,42,0.03,0.908426,0.005574
fashion_mnist,proposed,42,0.04,0.906014,0.007986
fashion_mnist,proposed,42,0.05,0.903772,0.010228
fashion_mnist,proposed,42,0.06,0.900498,0.013502
fashion_mnist,proposed,42,0.08,0.895738,0.018262
fashion_mnist,proposed,42,0.1,0.891397,0.022603
fashion_mnist,proposed,42,0.12,0.884904,0.029096
fashion_mnist,proposed,42,0.15,0.877504,0.036496
fashion_mnist,proposed,123,0.0,0.915429,-0.001429
fashion_mnist,proposed,123,0.01,0.911831,0.002169
fashion_mnist,proposed,123,0.02,0.91157,0.00243
fashion_mnist,proposed,123,0.03,0.906881,0.007119
fashion_mnist,proposed,123,0.04,0.906891,0.007109
fashion_mnist,proposed,123,0.05,0.902199,0.011801
fashion_mnist,proposed,123,0.06,0.900883,0.013117
fashion_mnist,proposed,123,0.08,0.893324,0.020676
fashion_mnist,proposed,123,0.1,0.890777,0.023223
fashion_mnist,proposed,123,0.12,0.885397,0.028603
fashion_mnist,proposed,123,0.15,0.875901,0.038099
fashion_mnist,proposed,256,0.0,0.914255,-0.000255
fashion_mnist,proposed,256,0.01,0.910677,0.003323
fashion_mnist,proposed,256,0.02,0.908094,0.005906
